YEAR ;SEMESTRE;DEP_NAC;COD_DEP_NAC;CIU_NAC;COD_CIU_NAC;LON_CIU_NAC;LAT_CIU_NAC;EDAD;SEXO;ESTRATO;DISCAPACIDAD;TIPO_DISC;MOD_INS;PTOTAL;ADMITIDO;ADM_SEDE_NOMBRE;AREAC_SNIES;NIVEL
2010;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16,97;Hombres;3;No;;Regular;518,13;No;;;Pregrado
2020;1;ANTIOQUIA;5;MEDELLÍN;5001;-75,57705563;6,24894081;16;Hombres;3;No;;Regular;477,3031;No;;;Pregrado
2012;1;VALLE DEL CAUCA;76;PALMIRA;76520;-76,29821561;3,532937331;17,21;Mujeres;2;No;;Regular;569,4257;Sí;Palmira;Bellas artes;Pregrado
2008;2;ANTIOQUIA;5;MEDELLÍN;5001;-75,57705563;6,24894081;18,13;Hombres;1;No;;Regular;477,78;No;;;Pregrado
2015;2;VALLE DEL CAUCA;76;CALI;76001;-76,5263912;3,406382184;18,82;Hombres;1;No;;Regular;467,043;No;;;Pregrado
2011;2;CALDAS;17;RISARALDA;17616;-75,77063146;5,159400314;28;Hombres;3;No;;Regular;4;Sí;Manizales;Ingeniería, arquitectura, urbanismo y afines;Especialización
2021;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;31;Mujeres;3;No;;Regular;1,25;No;;Ciencias de la salud;Especialidades médicas
2020;1;NARIÑO;52;IPIALES;52356;-77,64609566;0,829031719;17;Mujeres;1;No;;Regular;396,5844;No;;;Pregrado
2015;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,84;Mujeres;3;No;;Regular;385,1154;No;;;Pregrado
2013;2;BOYACÁ;15;TUNJA;15001;-73,35436382;5,539370636;22,83;Hombres;2;No;;Regular;;No;;;Pregrado
2010;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;18,1;Mujeres;3;No;;Regular;486,33;No;;;Pregrado
2019;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16;Mujeres;2;No;;Regular;606,6438;No;;;Pregrado
2012;2;ANTIOQUIA;5;ANDES;5034;-75,87925102;5,656884695;17,36;Hombres;1;No;;Regular;662,1566;Sí;Medellín;Ingeniería, arquitectura, urbanismo y afines;Pregrado
2014;1;CALDAS;17;MANIZALES;17001;-75,49041506;5,057050564;17;Hombres;3;No;;Regular;493,208;No;;;Pregrado
2018;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16,91;Mujeres;2;No;;Regular;485,7098;No;;;Pregrado
2010;1;NARIÑO;52;PASTO;52001;-77,27826745;1,212808597;24,13;Hombres;1;No;;Regular;504,79;No;;;Pregrado
2012;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;18,6;Hombres;2;No;;Regular;384,4995;No;;;Pregrado
2021;1;CALDAS;17;RIOSUCIO;17614;-75,70231885;5,423953475;25;Hombres;2;No;;Regular;442,4531;Sí;Manizales;Economía, administración, contaduría y afines;Pregrado
2009;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;18,1;Mujeres;2;No;;Regular;442,75;No;;;Pregrado
2016;1;RISARALDA;66;PEREIRA;66001;-75,71550992;4,808887732;19,61;Mujeres;1;No;;Regular;433,2436;No;;;Pregrado
2010;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16,99;Mujeres;3;No;;Regular;453,85;No;;;Pregrado
2016;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,55;Mujeres;2;No;;Regular;399,0835;No;;;Pregrado
2008;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16,76;Hombres;4;No;;Regular;;Sí;Bogotá;Ingeniería, arquitectura, urbanismo y afines;Pregrado
2010;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16,39;Mujeres;3;No;;Regular;433,27;No;;;Pregrado
2009;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,36;Mujeres;3;No;;Regular;465,1;No;;;Pregrado
2012;1;TOLIMA;73;IBAGUÉ;73001;-75,19635015;4,439630726;17,33;Mujeres;3;No;;Regular;406,175;No;;;Pregrado
2016;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,77;Hombres;3;No;;Regular;498,9344;No;;;Pregrado
2013;1;CUNDINAMARCA;25;FUSAGASUGÁ;25290;-74,36636797;4,337748142;23,05;Mujeres;1;No;;Regular;497,06;No;;;Pregrado
2011;2;ANTIOQUIA;5;CAUCASIA;5154;-75,19851434;7,97776037;20,53;Mujeres;3;No;;Regular;571,2959;No;;;Pregrado
2015;1;ANTIOQUIA;5;GRANADA;5313;-75,18797267;6,141374332;18,72;Mujeres;2;No;;Regular;740,8744;Sí;Medellín;Ingeniería, arquitectura, urbanismo y afines;Pregrado
2018;1;CAUCA;19;INZÁ;19355;-76,06396657;2,548738115;16,84;Hombres;;No;;Regular;430,0506;No;;;Pregrado
2009;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,51;Mujeres;3;No;;Regular;493,71;No;;;Pregrado
2016;2;ANTIOQUIA;5;MEDELLÍN;5001;-75,57705563;6,24894081;16,2;Mujeres;4;No;;Regular;552,2085;No;;;Pregrado
2019;1;ANTIOQUIA;5;MEDELLÍN;5001;-75,57705563;6,24894081;15;Hombres;1;No;;Especial;461,1347;No;;;Pregrado
2010;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;19,28;Hombres;2;No;;Regular;599,24;No;;;Pregrado
2019;1;CAUCA;19;GUAPÍ;19318;-77,88546675;2,571989981;18;Mujeres;1;No;;Especial;310,3404;No;;;Pregrado
2018;1;VALLE DEL CAUCA;76;PALMIRA;76520;-76,29821561;3,532937331;16,74;Hombres;3;No;;Regular;596,4763;Sí;Medellín;Ingeniería, arquitectura, urbanismo y afines;Pregrado
2015;1;CUNDINAMARCA;25;VILLA DE SAN DIEGO DE UBATÉ;25843;-73,8196124;5,305164279;20,22;Hombres;2;No;;Regular;504,0563;No;;;Pregrado
2009;1;ANTIOQUIA;5;CALDAS;5129;-75,6344938;6,091577846;17,25;Mujeres;3;No;;Regular;517,8;No;;;Pregrado
2010;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;18,29;Hombres;3;No;;Regular;490,586;No;;;Pregrado
2017;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,48;Mujeres;3;No;;Regular;592,0094;No;;;Pregrado
2010;2;CALDAS;17;MANIZALES;17001;-75,49041506;5,057050564;17,11;Hombres;3;No;;Regular;444,9663;No;;;Pregrado
2014;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;18,17;Mujeres;3;No;;Regular;304,6677;No;;;Pregrado
2020;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17;Hombres;3;No;;Regular;572,9745;Sí;Medellín;Ingeniería, arquitectura, urbanismo y afines;Pregrado
2009;1;ANTIOQUIA;5;MEDELLÍN;5001;-75,57705563;6,24894081;16,78;Hombres;4;No;;Regular;590,66;Sí;Medellín;Ingeniería, arquitectura, urbanismo y afines;Pregrado
2008;1;VALLE DEL CAUCA;76;PALMIRA;76520;-76,29821561;3,532937331;17,29;Hombres;2;No;;Regular;;Sí;Palmira;Agronomía, veterinaria y afines;Pregrado
2017;1;ANTIOQUIA;5;MEDELLÍN;5001;-75,57705563;6,24894081;16,82;Mujeres;2;No;;Regular;443,6774;No;;;Pregrado
2013;2;HUILA;41;SAN AGUSTÍN;41668;-76,27081355;1,881472149;17,03;Mujeres;1;No;;Regular;561,2909;No;;;Pregrado
2010;1;AMAZONAS;91;LETICIA;91001;-69,94067983;-4,21202317;21,95;Mujeres;2;No;;Especial;;No;;;Pregrado
2011;1;ANTIOQUIA;5;Taraza;5790;-75,399711;7,581611353;18,58;Mujeres;1;No;;Especial;477,7464;No;;;Pregrado
2017;2;NARIÑO;52;SAMANIEGO;52678;-77,60073212;1,33227291;18,63;Mujeres;1;No;;Regular;293,42;No;;;Pregrado
2020;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16;Hombres;3;No;;Regular;652,7105;No;;;Pregrado
2010;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;19,67;Hombres;2;No;;Regular;437,6862;No;;;Pregrado
2015;2;CAUCA;19;SILVIA;19743;-76,37277842;2,615123016;16,65;Mujeres;1;No;;Especial;414,5972;No;;;Pregrado
2020;1;NARIÑO;52;CUMBAL;52227;-77,79124207;0,906450846;18;Mujeres;1;No;;Especial;364,9942;No;;;Pregrado
2009;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;4,62457505;4,62457505;27;Mujeres;2;No;;Regular;4,08;Sí;Bogotá;Ciencias sociales y humanas;Especialización
2017;2;TOLIMA;73;IBAGUÉ;73001;-75,19635015;4,439630726;20,82;Hombres;3;No;;Regular;425,34;No;;;Pregrado
2020;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;20;Mujeres;2;No;;Regular;621,8721;Sí;Manizales;Ingeniería, arquitectura, urbanismo y afines;Pregrado
2013;2;VALLE DEL CAUCA;76;CALI;76001;-76,5263912;3,406382184;17,02;Mujeres;;No;;Regular;527,0064;No;;;Pregrado
2019;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;18;Hombres;3;No;;Regular;579,26;No;;;Pregrado
2011;1;BOGOTÁ, D. C.;11;Bogotá D.C.;11001;-74,11391872;4,62457505;16,75;Hombres;3;No;;Regular;423,7983;No;;;Pregrado
2012;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;20,07;Hombres;3;No;;Regular;598,6148;No;;;Pregrado
2011;1;BOGOTÁ, D. C.;11;Bogotá D.C.;11001;-74,11391872;4,62457505;15,91;Hombres;2;No;;Regular;339,1221;No;;;Pregrado
2012;1;HUILA;41;NEIVA;41001;-75,27794587;2,935545593;16;Mujeres;4;No;;Regular;362,3679;No;;;Pregrado
2016;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,94;Hombres;2;No;;Regular;469,7804;No;;;Pregrado
2011;1;BOGOTÁ, D. C.;11;Bogotá D.C.;11001;-74,11391872;4,62457505;20,13;Hombres;2;No;;Regular;567,5162;No;;;Pregrado
2008;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,86;Mujeres;2;No;;Regular;;No;;;Pregrado
2008;1;ANTIOQUIA;5;MEDELLÍN;5001;-75,57705563;6,24894081;23;Hombres;2;No;;Regular;;Sí;Medellín;Ingeniería, arquitectura, urbanismo y afines;Maestría
2018;1;VALLE DEL CAUCA;76;PALMIRA;76520;-76,29821561;3,532937331;17,1;Mujeres;2;No;;Regular;583,042;Sí;Palmira;Bellas artes;Pregrado
2021;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;23;Mujeres;2;No;;Regular;464,26;No;;;Pregrado
2011;1;BOGOTÁ, D. C.;11;Bogotá D.C.;11001;-74,11391872;4,62457505;16,57;Mujeres;2;No;;Regular;682,7882;No;;;Pregrado
2018;2;QUINDÍO;63;ARMENIA;63001;-75,67624541;4,538053316;18;Mujeres;1;No;;Especial;381,9142;No;;;Pregrado
2011;2;CASANARE;85;PAZ DE ARIPORO;85250;-71,89172868;5,881402624;17,36;Mujeres;2;No;;Regular;394,9235;No;;;Pregrado
2018;2;ANTIOQUIA;5;CALDAS;5129;-75,6344938;6,091577846;18;Hombres;2;No;;Regular;377,1596;No;;;Pregrado
2011;1;QUINDÍO;63;ARMENIA;63001;-75,67624541;4,538053316;34;Hombres;3;No;;Regular;1,37;No;;Ciencias de la salud;Especialidades médicas
2017;2;CUNDINAMARCA;25;MADRID;25430;-74,26675545;4,732845203;18,81;Mujeres;2;No;;Regular;555,61;No;;;Pregrado
2008;1;CUNDINAMARCA;25;MADRID;25430;-74,26675545;4,732845203;17,39;Hombres;2;No;;Regular;;No;;;Pregrado
2013;2;ANTIOQUIA;5;MEDELLÍN;5001;-75,57705563;6,24894081;18,66;Hombres;2;No;;Regular;557,8591;No;;;Pregrado
2012;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;18,32;Mujeres;3;No;;Regular;597,4883;No;;;Pregrado
2009;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;19,21;Hombres;2;No;;Regular;516,54;No;;;Pregrado
2012;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;18,26;Hombres;2;No;;Regular;559,5279;No;;;Pregrado
2021;1;ANTIOQUIA;5;MEDELLÍN;5001;-75,57705563;6,24894081;15;Hombres;2;No;;Regular;606,2141;Sí;Medellín;Ingeniería, arquitectura, urbanismo y afines;Pregrado
2015;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;20,11;Hombres;2;No;;Regular;524,9109;No;;;Pregrado
2010;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;20,14;Hombres;4;No;;Regular;484,35;No;;;Pregrado
2011;1;BOGOTÁ, D. C.;11;Bogotá D.C.;11001;-74,11391872;4,62457505;17,62;Hombres;2;No;;Regular;521,3892;No;;;Pregrado
2009;1;SUCRE;70;SINCELEJO;70001;-75,38521942;9,300157626;18,08;Mujeres;3;No;;Regular;480,7;No;;;Pregrado
2013;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;20,35;Mujeres;3;No;;Regular;413,5049;No;;;Pregrado
2011;1;BOGOTÁ, D. C.;11;Bogotá D.C.;11001;-74,11391872;4,62457505;17,95;Mujeres;2;No;;Regular;326,8302;No;;;Pregrado
2010;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;18,34;Mujeres;3;No;;Regular;467,06;No;;;Pregrado
2019;1;TOLIMA;73;IBAGUÉ;73001;-75,19635015;4,439630726;24;Hombres;3;No;;Regular;687,6542;No;;;Pregrado
2010;2;SANTANDER;68;SUAITA;68770;-73,44031622;6,098353143;17,04;Mujeres;2;No;;Regular;603,033;No;;;Pregrado
2011;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,87;Mujeres;2;No;;Regular;542,2286;No;;;Pregrado
2012;1;VALLE DEL CAUCA;76;PALMIRA;76520;-76,29821561;3,532937331;18,06;Mujeres;3;No;;Regular;498,623;No;;;Pregrado
2013;2;META;50;VILLAVICENCIO;50001;-73,6268779;4,12295758;19,82;Hombres;1;No;;Especial;415,2;No;;;Pregrado
2011;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,84;Mujeres;3;No;;Regular;299,9922;No;;;Pregrado
2014;1;BOYACÁ;15;CHIQUINQUIRÁ;15176;-73,81871071;5,614851057;16,25;Mujeres;3;No;;Regular;534,3528;No;;;Pregrado
2011;1;BOGOTÁ, D. C.;11;Bogotá D.C.;11001;-74,11391872;4,62457505;16,58;Mujeres;2;No;;Regular;549,6123;No;;;Pregrado
2013;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,4;Mujeres;2;No;;Regular;368,23;No;;;Pregrado
2016;1;VALLE DEL CAUCA;76;CALI;76001;-76,5263912;3,406382184;23,05;Hombres;3;No;;Regular;567,5313;No;;;Pregrado
2015;1;SUCRE;70;SAN LUIS DE SINCÉ;70742;-75,14667204;9,244482443;19,23;Hombres;1;No;;Especial;441,1224;No;;;Pregrado
2016;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;29;Mujeres;4;No;;Regular;1,25;No;;Ciencias de la salud;Especialidades médicas
2016;1;CALDAS;17;MANIZALES;17001;-75,49041506;5,057050564;17,21;Hombres;3;No;;Regular;373,5785;No;;;Pregrado
2020;2;CASANARE;85;YOPAL;85001;-72,39379053;5,332491176;21;Hombres;1;No;;Regular;588,8783;No;;;Pregrado
2015;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;21,34;Hombres;3;No;;Regular;547,8276;No;;;Pregrado
2017;1;ANTIOQUIA;5;MEDELLÍN;5001;-75,57705563;6,24894081;17,31;Hombres;4;No;;Regular;568,5734;No;;;Pregrado
2015;1;VALLE DEL CAUCA;76;CALI;76001;-76,5263912;3,406382184;17,78;Hombres;1;No;;Regular;423,9625;No;;;Pregrado
2015;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;20,08;Mujeres;3;No;;Regular;561,7899;No;;;Pregrado
2012;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;18,9;Mujeres;3;No;;Regular;498,5161;No;;;Pregrado
2013;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,15;Hombres;2;No;;Regular;556,53;No;;;Pregrado
2013;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16,23;Mujeres;3;No;;Regular;612,0989;No;;;Pregrado
2015;1;NORTE DE SANTANDER;54;CÚCUTA;54001;-72,50559097;7,905267117;17,77;Hombres;3;No;;Regular;534,0084;No;;;Pregrado
2016;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,26;Hombres;3;No;;Regular;492,5166;No;;;Pregrado
2014;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16,37;Hombres;2;No;;Regular;494,1215;No;;;Pregrado
2016;2;NORTE DE SANTANDER;54;CÚCUTA;54001;-72,50559097;7,905267117;16,97;Hombres;2;No;;Regular;622,9767;No;;;Pregrado
2020;2;CUNDINAMARCA;25;FUSAGASUGÁ;25290;-74,36636797;4,337748142;19;Hombres;2;No;;Regular;463,077;Sí;Medellín;Agronomía, veterinaria y afines;Pregrado
2021;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17;Hombres;3;No;;Regular;544,9853;No;;;Pregrado
2010;1;CAQUETÁ;18;PUERTO RICO;18592;-75,15803936;1,91091862;15,44;Mujeres;1;No;;Especial;467,02;No;;;Pregrado
2008;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16,76;Mujeres;2;No;;Regular;;No;;;Pregrado
2019;1;PUTUMAYO;86;PUERTO ASÍS;86568;-76,49783667;0,504218751;16;Mujeres;1;No;;Especial;571,9508;No;;;Pregrado
2012;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,45;Mujeres;2;No;;Regular;370,3252;No;;;Pregrado
2015;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;19,65;Hombres;3;No;;Regular;555,3364;No;;;Pregrado
2013;2;VALLE DEL CAUCA;76;PALMIRA;76520;-76,29821561;3,532937331;20,5;Mujeres;1;No;;Regular;459,198;No;;;Pregrado
2019;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;25;Hombres;2;No;;Regular;592,3656;No;;;Pregrado
2018;1;HUILA;41;NEIVA;41001;-75,27794587;2,935545593;16,58;Mujeres;2;No;;Regular;674,1646;Sí;Bogotá;Matemáticas y ciencias naturales;Pregrado
2011;1;BOGOTÁ, D. C.;11;Bogotá D.C.;11001;-74,11391872;4,62457505;19,06;Hombres;4;No;;Regular;471,6544;No;;;Pregrado
2021;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;19;Hombres;3;No;;Regular;435,257;No;;;Pregrado
2015;1;CUNDINAMARCA;25;VIOTÁ;25878;-74,52295638;4,440501768;26,68;Hombres;2;No;;Regular;745,3137;Sí;Bogotá;Ingeniería, arquitectura, urbanismo y afines;Pregrado
2018;2;META;50;VILLAVICENCIO;50001;-73,6268779;4,12295758;36;Hombres;3;No;;Regular;3,6;Sí;Manizales;Ingeniería, arquitectura, urbanismo y afines;Especialización
2018;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;18;Mujeres;2;No;;Regular;523,7057;No;;;Pregrado
2020;2;ANTIOQUIA;5;MEDELLÍN;5001;-75,57705563;6,24894081;17;Hombres;2;No;;Regular;;No;;;Pregrado
2013;1;CÓRDOBA;23;CHIMÁ;23168;-75,62738181;9,149344471;19,02;Hombres;1;No;;Especial;429,69;No;;;Pregrado
2019;2;PUTUMAYO;86;VALLE DEL GUAMUEZ;86865;-76,90503951;0,423905142;18;Hombres;1;No;;Especial;403,4134;No;;;Pregrado
2012;1;CUNDINAMARCA;25;CHÍA;25175;-74,04964819;4,865802072;16,21;Mujeres;3;No;;Regular;528,0302;No;;;Pregrado
2021;1;TOLIMA;73;IBAGUÉ;73001;-75,19635015;4,439630726;20;Hombres;2;No;;Regular;554,707;No;;;Pregrado
2010;1;CALDAS;17;LA MERCED;17388;-75,54734816;5,39480456;16,49;Hombres;2;No;;Regular;519,78;Sí;Manizales;Economía, administración, contaduría y afines;Pregrado
2017;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,48;Hombres;3;No;;Regular;686,22;Sí;Bogotá;Matemáticas y ciencias naturales;Pregrado
2018;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;41;Mujeres;3;No;;Regular;1,95;No;;Ciencias de la salud;Maestría
2012;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;38;Mujeres;3;No;;Regular;3,51;Sí;Bogotá;Ciencias sociales y humanas;Especialización
2021;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17;Mujeres;3;No;;Regular;460,0214;No;;;Pregrado
2008;1;TOLIMA;73;HERVEO;73347;-75,17822503;5,079945225;16;Hombres;2;No;;Regular;;No;;;Pregrado
2019;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;91263;-74,11391872;4,62457505;17;Mujeres;2;No;;Regular;640,7479;Sí;Bogotá;Agronomía, veterinaria y afines;Pregrado
2020;2;ANTIOQUIA;5;RIONEGRO;5615;-75,37625576;6,14622006;18;Mujeres;2;No;;Regular;583,8462;Sí;Medellín;Ciencias sociales y humanas;Pregrado
2008;1;CESAR;20;LA PAZ;20621;-73,17269131;10,38646779;16,52;Mujeres;3;No;;Regular;;No;;;Pregrado
2019;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17;Mujeres;2;No;;Regular;545,618;No;;;Pregrado
2018;2;BOYACÁ;15;MONGUÍ;15466;-72,84887988;5,723361644;17;Mujeres;2;No;;Regular;419,1845;No;;;Pregrado
2010;1;CALDAS;17;MANIZALES;17001;-75,49041506;5,057050564;17,64;Hombres;2;No;;Regular;239,3;No;;;Pregrado
2009;2;ANTIOQUIA;5;MEDELLÍN;5001;-75,57705563;6,24894081;18,83;Hombres;3;No;;Regular;523,15;Sí;Medellín;Ingeniería, arquitectura, urbanismo y afines;Pregrado
2012;1;ANTIOQUIA;5;MEDELLÍN;5001;-75,57705563;6,24894081;17,49;Hombres;5;No;;Regular;866,4549;Sí;Medellín;Ingeniería, arquitectura, urbanismo y afines;Pregrado
2010;2;CALDAS;17;MANIZALES;17001;-75,49041506;5,057050564;19,81;Mujeres;4;No;;Regular;465,0342;No;;;Pregrado
2011;1;ANTIOQUIA;5;Medellín;5001;-75,57705563;6,24894081;17,14;Mujeres;1;No;;Regular;456,3565;No;;;Pregrado
2011;1;CUNDINAMARCA;25;Medina;25438;-73,35052791;4,508653878;20,41;Hombres;2;No;;Regular;387,3922;No;;;Pregrado
2020;1;CESAR;20;VALLEDUPAR;20001;-73,25864834;10,46151843;16;Hombres;2;No;;Especial;558,1731;Sí;De La Paz;Economía, administración, contaduría y afines;Pregrado
2013;1;ANTIOQUIA;5;MEDELLÍN;5001;-75,57705563;6,24894081;21,31;Hombres;3;No;;Regular;409,82;No;;;Pregrado
2020;1;HUILA;41;NEIVA;41001;-75,27794587;2,935545593;36;Hombres;2;No;;Regular;3,12;Sí;Bogotá;Ingeniería, arquitectura, urbanismo y afines;Maestría
2010;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;20,09;Mujeres;3;No;;Regular;497,75;No;;;Pregrado
2010;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,83;Mujeres;3;No;;Regular;427,97;No;;;Pregrado
2010;1;NARIÑO;52;PASTO;52001;-77,27826745;1,212808597;31;Hombres;3;No;;Regular;1,33;No;;Ciencias de la salud;Especialidades médicas
2016;1;META;50;VILLAVICENCIO;50001;-73,6268779;4,12295758;18,13;Hombres;3;No;;Regular;469,1019;No;;;Pregrado
2018;2;NARIÑO;52;CUMBAL;52227;-77,79124207;0,906450846;15;Mujeres;1;No;;Especial;287,6723;No;;;Pregrado
2012;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,62;Hombres;2;No;;Regular;578,068;No;;;Pregrado
2013;2;ANTIOQUIA;5;MEDELLÍN;5001;-75,57705563;6,24894081;17,47;Mujeres;4;No;;Regular;519,1569;No;;;Pregrado
2014;1;;;;;;;33;Mujeres;4;No;;Regular;1,62;No;;Ciencias de la salud;Especialidades médicas
2016;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;31;Mujeres;3;No;;Regular;1,74;No;;Ciencias de la salud;Especialidades médicas
2017;1;CASANARE;85;YOPAL;85001;-72,39379053;5,332491176;16,85;Mujeres;2;No;;Regular;432,9555;No;;;Pregrado
2013;2;CALDAS;17;SALAMINA;17653;-75,48717096;5,402601489;17,7;Mujeres;1;No;;Regular;466,7736;No;;;Pregrado
2019;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17;Hombres;2;No;;Regular;482,0398;No;;;Pregrado
2020;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;30;Hombres;3;No;;Regular;1,63;No;;Ciencias sociales y humanas;Especialización
2011;1;BOGOTÁ, D. C.;11;Bogotá D.C.;11001;-74,11391872;4,62457505;19,23;Hombres;3;No;;Regular;448,0795;No;;;Pregrado
2012;1;CALDAS;17;MANIZALES;17001;-75,49041506;5,057050564;16,83;Hombres;1;No;;Regular;704,2011;Sí;Manizales;Ingeniería, arquitectura, urbanismo y afines;Pregrado
2009;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16,36;Hombres;3;No;;Regular;394,61;No;;;Pregrado
